name,image,originalPrice,price,discount,ratingScore,review,location,description,brandName,inStock
Desktop Computer PCI Graphics Card ATI Rage XL 8MB Tractor Card,https://static-01.daraz.com.bd/p/eba356456fad5eb1427776c69c9f24be.jpg,1956,1285,-0.34,Not Available,0,China,,No Brand,TRUE
MSI nVIDIA GeForce GT710 2GB DDR3 Graphics Card,https://static-01.daraz.com.bd/p/0eaefa1cd20aa7ea7b553071139f4f18.jpg,5200,4400,-0.15,Not Available,0,Bangladesh,,MSI,FALSE
RX580 8GB for AMD Game Graphics Card DDR5 256BIT 2048SP 1284M/8100MHz PCI-E3.0 16X 3XDP 1XHD 1XDVI 8Pin Dual Fan Card,https://static-01.daraz.com.bd/p/c6fcb8431524b0f642dd6f4d6c9f33c5.jpg,24155,12986,-0.46,Not Available,0,China,,No Brand,TRUE
4K Displayport Dummy Plug DP Display Adapter EDID Headless Ghost Emulator Desktop Accessories for PC Graphics Video Card,https://static-01.daraz.com.bd/p/18cba32210cd6f3f287da73fa0fb471a.jpg,606,404,-0.33,Not Available,0,China,,No Brand,TRUE
Graphics card Parts 1 gb Non branded,https://static-01.daraz.com.bd/p/f3bd19fd1b2e366e8e6d8f12f8fb8bfa.jpg,10520,10520,Not Available,Not Available,0,Bangladesh,"Graphics card 1 gb', 'non Barand product', 'easy to setup', 'Easy to connect', 'Low in cost', 'Make your computer fast', '7 days return', 'No warranty'",No Brand,FALSE
V8 Laptop Desktop PC Universal Diagnostic Test Debug King Post Card Support for PCI PCI-E MiniPCI-E LPC DDR3/4,https://static-01.daraz.com.bd/p/b550b270f915d8e45819824ff7394a4c.jpg,9960,6640,-0.33,Not Available,0,China,,No Brand,TRUE
Sapphire NITRO+ AMD Radeon RX 6750 XT Gaming OC 12GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/5818d1659df5af9839d1410d97950f21.jpg,102000,102000,Not Available,5,1,Bangladesh,"MPN: 11318-01-20G', 'Model: NITRO+ AMD Radeon RX 6750 XT Gaming OC', 'GPU: Boost Clock: Up to 2623MHz', 'Memory: 12GB/192 bit DDR6. 18 Gbps Effective', 'Stream Processors: 2560', 'RDNA 2 Architecture'",Sapphire,FALSE
PELADN RX5500 XT Graphics Card for Amd Radeon 8GB GDDR6 Video Cards for AMD GPU Gaming Video Card,https://static-01.daraz.com.bd/p/eabc7f32037470b0e11ae21fee4791ad.png,34364,14915,-0.57,Not Available,0,China,,No Brand,TRUE
GIGABYTE GeForce RTX 3050 WINDFORCE OC 8GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/86512c74715338802a4ac90a31306d60.jpg,35000,34800,-0.01,Not Available,0,Bangladesh,"GIGABYTE GeForce RTX 3050 WINDFORCE OC 8GB GDDR6 Graphics CardCore Clock: 1792 MHz (Reference Card: 1777 MHz)', 'Memory Clock: 14000 MHz', 'Memory Bus: 128 bit', 'Output: 1xDP1.4, 1xHDMI 2.1, 1xDual-Link DVI-D'",Gigabite,TRUE
AFOX AF610-2048D3L5 2GB DDR3 Graphics Card,https://static-01.daraz.com.bd/p/47bbcac616db4617c645947cecee181b.png,5000,4950,-0.01,4.2,5,Bangladesh,,AFOX,FALSE
MSI Gaming GeForce GTX 1660 Super 192-bit HDMI/DP 6GB GDRR6 HDCP Support DirectX 12 Dual Fan VR Ready OC Graphics Card (GTX 1660 Super Gaming X),https://static-01.daraz.com.bd/p/87ca6389b3121e1009f2f963bf858d84.jpg,35999,35999,Not Available,Not Available,0,Bangladesh,"Get game Ready with GeForce GTX super GPU. GeForce GTX graphics cards are the most advanced ever created. Discover unprecedented performance, power efficiency, and next-generation gaming experiences. Discover next-generation VR performance, The lowest latency, and plug-and-play compatibility with leading headsets driven by NVIDIA VR works technologies. Vr audio, physics, and haptics let you hear and feel every moment. Pascal is built to meet the demands of Next generation displays, including VR, ultra-high-resolution, and multiple monitors. It features NVIDIA game works technologies for extremely smooth game play and cinematic experiences. Plus, it includes revolutionary new 360-degree image capture. Pascal-powered graphics cards give you superior performance and power efficiency, built using ultra-fast fine and supporting direct 12 features to deliver the fastest, smoothest, most power-efficient gaming experiences.'",MSI,TRUE
GT 610 1G Ultra-Fast Graphics Card 1GB 64Bit DDR3 810/500MHz PCI-E 1.1 X16 Desktop Small Chassis PC Gaming Graphics Card,https://static-01.daraz.com.bd/p/bacee5eb24b4ec8851eac7f9555cfdef.jpg,5840,3140,-0.46,Not Available,0,China,,No Brand,TRUE
GIGABYTE GeForce RTX 3060 GAMING OC 8GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/a338c26ff9ef3994c823523528a6d0f4.jpg,47000,46200,-0.02,Not Available,0,Bangladesh,"GIGABYTE GeForce RTX 3060 GAMING OC 8GB GDDR6 Graphics CardCore Clock: 1807 MHz (Reference Card: 1777 MHz)', 'Memory Clock: 15000 MHz', 'Memory Interface: 128 bit', 'Output: 2x DisplayPort, 2x HDMI'",Gigabite,TRUE
Gigabyte GeForce GT 1030 Low Profile D4 2GB Graphics Card,https://static-01.daraz.com.bd/p/3d570dc16676c9a106c2512ed8f157d8.jpg,12500,10000,-0.2,Not Available,0,Bangladesh,"MPN: GV-N1030D4-2GL', 'Model: GT 1030 Low Profile D4 2GB ', 'Memory Clock: 2100 MHz  ', 'Resolution: 4096 X 2160', 'Size: 2GB DDR4  ', 'DirectX: 12 Video Memory SpecificationsType: DDR4Size: 2 GBResolution: 4096 X 2160Core Clock: Base: 1177 MHz in OC modeBoost: 1417 MHzBase: 1151 MHz in Gaming modeBoost: 1379 MHzMemory Clock: 2100 MHzBUS Type: 64 bitCUDA Cores: 384InterfaceHDMI: HDMI-2.0b *1DVI: DVI-D *1Power SpecificationsRecommended PSU:300WDisplay OptionMulti Display: 2Application Programming InterfacesDirectX: 12OpenGL: 4.5Physical SpecificationsDimensions: 14.7 x 149.9 x 68.9mmWarrantyManufacturing Warranty: 2 Years'",No Brand,TRUE
A Dual 4-Pin Molex IDE to 6 Pin PCI-E Graphic Card Cable,https://static-01.daraz.com.bd/p/decf3d81a5907429861888057cb483ee.jpg,397,265,-0.33,Not Available,0,China,,No Brand,TRUE
GIGABYTE GeForce RTX 3050 EAGLE OC 8GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/d429942a3c9ea566215691a0185fa1df.jpg,36000,35800,-0.01,Not Available,0,Bangladesh,"GIGABYTE GeForce RTX 3050 EAGLE OC 8GB GDDR6 Graphics CardCore Clock: 1792 MHz (Reference Card: 1777 MHz)', '2nd Gen RT Cores &amp; 3rd Gen Tensor Cores', 'WINDFORCE 3X Cooling System', '90mm unique blade fans'",Gigabite,TRUE
Gigabyte GeForce GTX 1650 4GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/20d3a4338397e52b566ba6bc415bf5be.jpg,22500,22200,-0.01,Not Available,0,Bangladesh,"Gigabyte GeForce GTX 1650 4GB GDDR6 Graphics CardCore Clock: 1620 MHz (Reference Card: 1590 MHz)', 'Memory Type: GDDR6, Memory Bus: 128-bit,', 'PCB Form: Low Profile', 'Output: DisplayPort x1, HDMI x2, Dual-link DVI-D x1'",Gigabite,TRUE
NAMUNY HD7450 Graphics Card 64Bit 2GB GDDR3 PCI-E 2.0 X16 HDMI-Compatible VGA DVI-I Video Card for AMD Radeon HD 7450 2G 64 Bit,https://static-01.daraz.com.bd/p/62dc994524269d992701ff614f3b8248.jpg,8177,4896,-0.4,Not Available,0,China,,No Brand,TRUE
PELADN RX 550 4GB Graphics Card Desktop Computer Independent Graphics Card Gaming Video Card for BTC Miner Rig,https://static-01.daraz.com.bd/p/4e6901d5f77f4dfc5d35bf3c46ef195a.jpg,21774,11661,-0.46,5,2,China,,No Brand,FALSE
Mini PCIe to PCI Express 16X Riser for Laptop External image Card EXP GDC BTC MPCIe to PCI-E Slot Mining Card,https://static-01.daraz.com.bd/p/8e6a3833e669e08e83aa280f37d0f306.jpg,1197,762,-0.36,Not Available,0,China,,No Brand,FALSE
GIGABYTE GeForce GTX 1630 OC 4GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/51fede6e030e6821ddf953dfcbda888b.jpg,18500,18350,-0.01,Not Available,0,Bangladesh,"GIGABYTE GeForce GTX 1630 OC 4GB GDDR6 Graphics CardCore Clock: 1815 MHz (Reference Card: 1785 MHz)', 'Memory Clock: 12000 MHz', 'Output: DP 1.4 x1, HDMI 2.0b x1, DVI-D x1', '80mm unique blade fan'",Gigabite,TRUE
Graphics Card GT730 4GB Graphics Card DDR3 128BIT Desktop Computer Graphics Card Half Height Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/a28947e2739447e37d4d6e30baa973d2.jpg,6751,5726,-0.15,Not Available,0,China,,No Brand,TRUE
GTX550Ti Graphics Card 2GB DDR5 128Bit PCIE 2.0 Video Card HDMI-Compatible/DVI/VGA Desktop Gaming Graphics Card,https://static-01.daraz.com.bd/p/a5deb76bb8bc806a291e2b4583188773.jpg,11631,6287,-0.46,Not Available,0,China,,No Brand,TRUE
PCI-E 1x to 16x GPU Extender Riser Card,https://static-01.daraz.com.bd/p/fa74baa80c0313b27a37834357cd7657.jpg,600,600,Not Available,Not Available,0,Bangladesh,"Using 30cm ,60cm USB 3.0 cable as extender cable ,premium quality and super speed.', 'With 3x FP solid capacitors, making graphics power supply more stable and secure.', 'With SATA 15pin Male to 4pin power cable, more powerful, and reduce the burden of the motherboard.', 'Gold plated contacts for better connectivity and long life .', 'Compatible with 1x,4x,8x,16x PCI-E slot of the motherboard.', 'With side clip to fasten other card.', 'No driver needed', 'Board size:13cm*4.5cm*1.5cm', '1x PCI-E 16X adapter1x PCI-E 1X riser board1x USB 3.0 cable1x molex 4Pin power cable'",No Brand,TRUE
"COOLMOON GT8 Vertical GPU Support Bracket Colorful 5V A-RGB Bracket Computer Graphics Video Card Stand GPU Holder,White",https://static-01.daraz.com.bd/p/3be53550fc8d43aeaca349eaeab2349b.jpg,3245,1656,-0.49,Not Available,0,China,,No Brand,TRUE
RX580 8GB 2048SP Desktop Computer Graphics Card RX580 Desktop Game Video Car DDR5 256Bit Game HD Graphics Cards,https://static-01.daraz.com.bd/p/e5d7bcdaf881debebc853ede000f502d.png,19493,12576,-0.35,Not Available,0,China,,No Brand,TRUE
Segotep WarShip EVO Gaming USB 3.0 Casing,https://static-01.daraz.com.bd/p/331075c11bb5abd6817c48aa77fc7503.jpg,5000,3349,-0.33,4.6,5,Bangladesh,,No Brand,TRUE
MSI GeForce GT 730 DDR3 2GB OC Low Profile Graphics Card,https://static-01.daraz.com.bd/p/9ce08769ff6db2335e1f3937d8fbd5ae.jpg,8900,8900,Not Available,5,7,Bangladesh,,MSI,FALSE
A Dual 4-Pin Molex IDE to 6 Pin PCI-E Graphic Card Power Cable,https://static-01.daraz.com.bd/p/27c3f440afc3a4c1b26506f2aa4c48aa.jpg,390,278,-0.29,Not Available,0,China,,No Brand,TRUE
GTX 550Ti 4GB Extreme Speed Graphics Card 4G 128Bit GDDR5 PCI-E 2.0,https://static-01.daraz.com.bd/p/5f78219f212b2788bd6982de9e435bfd.jpg,17072,11511,-0.33,Not Available,0,China,,No Brand,TRUE
Gigabyte GT 710 2GB DDR3 Graphics Card For PC,https://static-01.daraz.com.bd/p/9c31b7a5c9464110831288fd21419b46.jpg,8500,6999,-0.18,5,2,Bangladesh,"Powered by NVIDIA GeForce GT 710 GPU', 'Supports the PCI-E 2.0. Directx 12 (feature level 11_0).', 'Shader Model 5.0 and OpenGL 4.5', 'Supports HDCP function.', 'Video Memory: 2 GB GDDR3', 'Variety Connectivity: DVI-D/HDMI/D-sub/HDCP', 'Made in china'",No Brand,FALSE
Gigabyte GeForce GT 1030 Low Profile D4 2GB Graphics Card,https://static-01.daraz.com.bd/p/2edd9e209a136d68d08b3de0b0eb33c1.jpg,12000,12000,Not Available,Not Available,0,Bangladesh,,No Brand,TRUE
PELADN GeForce GTX 1080 Ti 11G Graphics Card,https://static-01.daraz.com.bd/p/27c09a3026a26a719d22cdde43632f79.jpg,75000,75000,Not Available,Not Available,0,Bangladesh,,No Brand,TRUE
RX580 8GB 2048SP HD Game Graphics Card DDR5 256BIT Desktop Computer Graphics Card,https://static-01.daraz.com.bd/p/de5c2650ae1e1162d2fd14147b9bab0a.jpg,18660,11331,-0.39,Not Available,0,China,,No Brand,TRUE
Gigabyte GT 710 (2GB DDR3) Graphics Card,https://static-01.daraz.com.bd/p/b7ae677e946212769818068a7b806cb8.jpg,8500,5300,-0.38,5,1,Bangladesh,,No Brand,FALSE
GIGABYTE GeForce RTX 4080 16GB AERO OC GDDR6X Graphics Card,https://static-01.daraz.com.bd/p/1ac1ff438899cdb147104b5211dda979.png,195700,195700,Not Available,Not Available,0,Bangladesh,"GIGABYTE GeForce GV-N4080AERO OC-16GD GDDR6X Graphics CardCore clock: 2535 MHz (Reference Card: 2505 MHz)', 'Memory Clock 22.4 Gbps', 'CUDA Cores: 9728', 'Output: DP 1.4a x3, HDMI 2.0 x1'",Gigabite,TRUE
Sapphire HD 6450 1GB DDR3 PCI-E Graphics Card,https://static-01.daraz.com.bd/p/8ae507beef30c66fd1338b26068005e8.jpg,5300,5300,Not Available,5,1,Bangladesh,"Gaming Performance', 'Increase Display Quality', 'Efficiency in performance', 'Effective for gamers', 'Specially designed for low end Cpu', 'Low energy consumption'",Sapphire,FALSE
HDMI-Compatible Graphics Card Virtual Display Adapter Support 3060 Graphics Lock Screen Treasure Emulator for BTC Miner,https://static-01.daraz.com.bd/p/3809b52af90f4835cf3c969dac44fb88.jpg,944,472,-0.5,Not Available,0,China,,No Brand,TRUE
PELADN RTX 2060 6G GDDR6 192Bit Video Card Desktop Gaming Video Card for BTC ETH Mining GPU,https://static-01.daraz.com.bd/p/29c2adf703c2dafe6ba7ecc02f63a6b7.jpg,29202,28616,-0.02,Not Available,0,China,,No Brand,TRUE
PELADN RTX 3070 8G Graphics Card Desktop Computer Independent Graphics Card Gaming Video Card for BTC Miner Rig,https://static-01.daraz.com.bd/p/5e4b15259b7e40fb5777aa735e29f043.jpg,141113,73778,-0.48,Not Available,0,China,,No Brand,FALSE
"ARKTEK GRAPHICS CARD  AKN730D3S4GL1,GT730 4G DDR3 128BIT",https://static-01.daraz.com.bd/p/93a867e0f886d7de558e041cb8725a3b.jpg,8000,7500,-0.06,Not Available,0,Bangladesh,,ARKTEK,TRUE
"Graphics Card GPU Holder, VC-16 Mini",https://static-01.daraz.com.bd/p/de9cfef49e5f9d9e573755bf85f9eb8a.png,670,394,-0.41,Not Available,0,China,,No Brand,TRUE
Asus Dual GeForce DDR5 4GB GTX1650 OC Edition Two Fan Graphics Card,https://static-01.daraz.com.bd/p/f52d868818fb5b10de3516d966c040d3.jpg,30000,27400,-0.09,Not Available,0,Bangladesh,,ASUS,TRUE
ARKTEK NVIDIA GeForce G210 64bit 1GB DDR3 Graphics Card,https://static-01.daraz.com.bd/p/27903cea8cc040756be275737d28cced.png,3700,3400,-0.08,Not Available,0,Bangladesh,,ARKTEK,TRUE
"150Watt 6 Amp DC to DC Step up Adjustable  Boost Converter Module Input 10-32V, Output 12-35V",https://static-01.daraz.com.bd/p/40d882b2925182bf431f8f54106b3b4b.jpg,400,400,Not Available,3.6,5,Bangladesh,,No Brand,TRUE
MSI GT 710 2GD3H LP 2GB DDR3 Gaming Graphic Card,https://static-01.daraz.com.bd/p/73f33a7f7c5af08f30fceadd1bee89d6.jpg,6400,6400,Not Available,5,5,Bangladesh,,MSI,FALSE
AFOX  AF220-1024D3L2 NVIDIA Geforce 1GB DDR3 Graphics Card,https://static-01.daraz.com.bd/p/c15b6227451cb4959f790f425c6a0117.png,4000,3500,-0.13,5,3,Bangladesh,,AFOX,FALSE
AFOX NVIDIA Geforce GTX750  4GB DDR5  Graphics Card AF750TI-4096D5H1,https://static-01.daraz.com.bd/p/06d923dd9774c4ad9a95b6d75a1e28eb.jpg,19000,19000,Not Available,5,4,Bangladesh,,AFOX,FALSE
ASUS GeForce GT 1030 2GB GDDR5 Low Profile Graphics Card,https://static-01.daraz.com.bd/p/04a0b9a2b6aecdf943a085d1c66d1ec7.png,12500,10890,-0.13,Not Available,0,Bangladesh,"Silent passive cooling means true 0dB - perfect for quiet home theater PCs and multimedia centers.', 'Level up gaming performance by 6X compared to iGPU.', 'Enjoy up to 11X better performance in photo and video editing compared to iGPU.', 'Upgrade your entire PC multimedia experience with 2.5X faster performance than the Intel&reg; Core&trade; i5.', 'AUTO-EXTREME Technology delivers premium quality and best reliability.', 'GPU Tweak II makes performance tweaking easier and more visual than ever with an intuitive, all-new UI.', '2 Years Replacement Warranty (*terms and conditions apply)'",ASUS,TRUE
MSI GT 710 2GD3H LP 2GB DDR3 Gaming Graphic Card,https://static-01.daraz.com.bd/p/4df0eb5ab9d073915617164578aee0a4.jpg,5500,4500,-0.18,5,1,Bangladesh,,MSI,FALSE
Mango-RFID/Proximity/Punch Card/Thick Card/ patla Card 200 pcs box,https://static-01.daraz.com.bd/p/2dcd1f378ada0ad1eab336918ead6732.jpg,3600,3500,-0.03,5,1,Bangladesh,,No Brand,TRUE
Radeon MSI  RX570 8GT OC DDR5 Graphics Card,https://static-01.daraz.com.bd/p/3925bb1df60cb1eb922175e12b8d8429.jpg,22000,22000,Not Available,5,1,Bangladesh,,MSI,FALSE
PNY GeForce GTX 1650 Dual-Fan 4GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/0fbd952dc28c813a16c98b9e0ad3357e.jpg,25400,19550,-0.23,5,1,Bangladesh,,PNY,FALSE
PNY 12GB GeForce RTX 4070 Ti LED VERTO Triple Fan,https://static-01.daraz.com.bd/p/97bd23d3809cf27f25d29294df51cdd3.png,130000,120000,-0.08,Not Available,0,Bangladesh,"12GB Capacity', '7680 x 4320 @120Hz (Digital) Resolution', '192-bit Memory Interface', '16-pin (One 16-pin to Two 8-pin) Power Input', 'Extreme Performance', 'Simple to set up and effective', '3 Years Warranty'",PNY,TRUE
ASUS nVIDIA GEFORCE GT710 2GB DDR5 Graphics Card,https://static-01.daraz.com.bd/p/e651286bc4f3d9f77c9f0f26a6e1895d.jpg,6700,6000,-0.1,5,1,Bangladesh,,ASUS,FALSE
Afox Nvidia Geforce Gtx 1060 6Gb Ddr5 Graphics Card,https://static-01.daraz.com.bd/p/af34faa3e94ac0fc04c615b29e8f9a2c.jpg,32000,32000,Not Available,5,1,Bangladesh,"NVIDIA GeForce GTX 1060', 'Bus Standard â€“> PCI Express 3.0', 'Video Memory â€“> GDDR5 6144MB', 'Memory Clock â€“> 8Gbps', 'Memory Interface â€“> 192-Bit', 'DVI Output â€“> Yes x 1', 'HDMI Output â€“> Yes X 1', 'Display Port â€“> Yes x 3', 'HDCP Support'",AFOX,FALSE
Gigabyte Radeon RX 6500 XT GAMING OC 4G 4GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/2e29b49899c0573be0b38d20d8247276.jpg,27200,25499,-0.06,5,1,Bangladesh,,Gigabyte,FALSE
PNY GeForce RTX 3060 12GB UPRISING Dual Fan Graphics Card,https://static-01.daraz.com.bd/p/6a1b7eaca12e8c0ad194f8ae2bd35200.jpg,55000,51500,-0.06,5,1,Bangladesh,,PNY,FALSE
Asus ROG Strix GeForce RTX 2070 Super Advanced Edition 8GB GDDR6 Graphics Card,https://static-01.daraz.com.bd/p/b2bddff9c56f507de02787f56548c91d.jpg,69500,69500,Not Available,5,1,Bangladesh,,ASUS,FALSE
ASUS GeForce GT 1030 2GB GDDR5  Graphics Card,https://static-01.daraz.com.bd/p/d0fae41fc8be258163bcdcf43d47041c.jpg,11500,11100,-0.03,Not Available,0,Bangladesh,"ASUS GeForce GT 1030 2GB GDDR5  Graphics CardSilent passive cooling', 'Level up gaming performance', 'AUTO-EXTREME Technology', 'GPU Tweak II'",ASUS,TRUE
Desktop Graphics Card Graphics Card GT610 1GB DDR3 64Bit Video Card VGA+HD+DVI Desktop Office Game,https://static-01.daraz.com.bd/p/0ff7d1ff47771284cba89b1b99bfd7cb.png,4539,2882,-0.37,Not Available,0,China,,No Brand,TRUE
Gigabyte NVIDIA GeForce RTX 3060 12GB DDR6 2Fan RGB Fusion 2.0 Eagle OC Graphics Card,https://static-01.daraz.com.bd/p/24047af73475803ccbb45862f9004fcc.png,69500,68000,-0.02,5,1,Bangladesh,,Gigabyte,FALSE
PELADN RX5500 XT Graphics Card for Amd Radeon 8GB GDDR6 Video Cards for AMD GPU Gaming Video Card,https://static-01.daraz.com.bd/p/eabc7f32037470b0e11ae21fee4791ad.png,24953,14678,-0.41,Not Available,0,China,,No Brand,TRUE
ZOROOM GTX550TI High-Speed Graphics Card 2GB DDR5 128BIT 700/850MHZ VGA+DVI+HD PCI-E Desktop Computer Gaming Graphics Card,https://static-01.daraz.com.bd/p/57710e40075a5ec632062d2d04b0fe3e.jpg,13961,7051,-0.5,Not Available,0,China,,No Brand,TRUE
COLORFUL GeForce GT730K 4GD3 Graphics Card 4GB GDDR3 64Bit Video Card,https://static-01.daraz.com.bd/p/972cc91e1034830cb2f904b785148bde.png,13785,9190,-0.33,Not Available,0,China,,No Brand,FALSE
GT210 1GB DDR2 64Bit Graphics Card PCIE 2.0 GPU HDMI-Compatible,https://static-01.daraz.com.bd/p/90ca45d980438f770759e5dc4e8d63cf.jpg,5029,3224,-0.36,Not Available,0,China,,No Brand,TRUE
GT610 Graphics Card 2GB GDDR3 64Bit 40Nm 810Mhz 1600Mhz PCIE 2.0 HDMI-Compatible+VGA Video Card,https://static-01.daraz.com.bd/p/b37ae4ff5cc1a7d6637ee05550694bff.jpg,6057,4423,-0.27,Not Available,0,China,,No Brand,TRUE
GeForce GT730 4GB DDR3 Graphics Card,https://static-01.daraz.com.bd/p/68fcbe099b7e86b6516c12d1188dc1ce.jpg,19500,18900,-0.03,Not Available,0,Bangladesh,"MPN: AKN730D3S4GL1,GT7304G', 'Model: GeForce GT730', 'Type: 128 Bit DDR3 Low Profile', 'GPU /Boost Clock: 700MHz', 'Memory Clock:1333MHz', 'Connector Type: HDMI, DVI, VGA'",NVIDIA,TRUE
PELADN GTX1660TI 6G Graphics Card GPU GDDR6 GeForce GTX 1660 Ti Computer Graphics Card GPU Desktop Computer Game Video Card,https://static-01.daraz.com.bd/p/0e3a0bfbf1200a3073b2e9cbb96b17d5.jpg,42112,24064,-0.43,Not Available,0,China,,No Brand,TRUE
Graphics Card GTX550Ti 6GB GPU GDDR5 192Bit Video Card HDMI-Compatible Game Video Card,https://static-01.daraz.com.bd/p/6d5b86c6b0a7335adfdb950cfd4b07a8.png,10591,7093,-0.33,Not Available,0,China,,No Brand,TRUE
PELADN Graphic Card RTX 2060 Super 8GB GDDR6 Graphic Card GPU RTX2060S Gaming Video Card 2060S RTX2060 Super Gaming Video Card,https://static-01.daraz.com.bd/p/dbcefde1f7c9c1b861903434db53db19.jpg,42463,28309,-0.33,Not Available,0,China,,No Brand,TRUE
GT210 1GB DDR2 64Bit Graphics Card PCIE 2.0 GPU HDMI-Compatible,https://static-01.daraz.com.bd/p/de2586255da1e68a02f9715cef1c87dd.jpg,3861,2569,-0.33,Not Available,0,China,,No Brand,TRUE
GPU Stand Image Card Vertical Holder with PCI Express Extension Cable,https://static-01.daraz.com.bd/p/d8bd966eb202a07f6ac4115c22c43ff6.jpg,4306,2871,-0.33,Not Available,0,China,,No Brand,TRUE
RX580 8GB for AMD Game Graphics Card DDR5 256BIT 2048SP 1284M/8100MHz,https://static-01.daraz.com.bd/p/e13e2639c8701643d2a205f04c8ba711.jpg,24208,12741,-0.47,Not Available,0,China,,No Brand,TRUE
